Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m)
Udupi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.75,13.33333333,NaN,NaN,NaN,0.018,0,520,NaN,NaN
Ukinal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.63333333,16.75833333,NaN,NaN,NaN,1.6,0,2300,NaN,NaN
Ulimeshwar,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.44166667,15.95194444,40,524.6,284,3.7,0,1550,NaN,NaN
Umalimulur,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.41666667,15.78333333,NaN,NaN,NaN,1.1,0,1780,NaN,NaN
Unchalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.90611111,14.57805556,28,82,7,0.45,0,267,NaN,NaN
Uplai,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.85,17.425,NaN,NaN,NaN,0.38,0,1150,NaN,NaN
Uppadike,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.86194444,14.38416667,30,83,10,0.3,0,268,NaN,NaN
Upparpet,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,77.99166667,13.4,94,506.3,120,4.23529,0,1917,NaN,NaN
Uttaballi,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,77.075,12.14722222,NaN,NaN,NaN,0.29,0,2500,NaN,NaN
Vadagere,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2018,78.09638889,13.0475,46,616.1,128,0.758621,0,2490,NaN,NaN
Vadageri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,75.04861111,14.875,42,158.652,21,0.59,0,392,NaN,NaN
Vadarayanahalli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.29166667,15.08333333,NaN,NaN,NaN,1.1,0,840,NaN,NaN
Vaddarahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.06111111,12.80555556,NaN,NaN,NaN,0.15,0,1430,NaN,NaN
Vaddikere,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2018,76.6,14.11666667,92,183,500,0.98324,0,3800,NaN,NaN
Vajjal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.54722222,16.47666667,NaN,NaN,NaN,1.4,0,1800,NaN,NaN
Vandse,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.7625,13.70833333,NaN,NaN,NaN,0.039,0,290,NaN,NaN
Vastre,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.67333333,13.84833333,NaN,NaN,NaN,0.036,0,540,NaN,NaN
Wadegaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.51805556,18.12222222,46,253,56,0.880503,0,1180,NaN,NaN
Watgal,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.75666667,16.10472222,164,414.8,800,0.69,0,3900,NaN,NaN
Yachgondanahally,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2018,76.34472222,13.49222222,0,0,0,0.11,0,630,NaN,NaN
Yekkambi,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.93333333,14.68333333,46,127,26,0.2,0,437,NaN,NaN
Yelburga,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2018,76.01944444,15.63611111,NaN,NaN,NaN,0.11,0,760,NaN,NaN
Yellapur1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.73333333,14.96666667,14,103,14,0.41,0,150,NaN,NaN
Yergunti,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.44138889,16.19861111,64,274.5,300,1.4,0,1240,NaN,NaN
Yeriyuru,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,77.40833333,12.00555556,0,0,0,0.31,0,2400,NaN,NaN
Agadalu,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.77666667,13.19194444,16,64,156,537,1.48,560,8.71,7.31
Ahmedpur,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2019,76.27638889,13.49222222,1.05,24.815,12,189.1,85,327,6.43,NaN
Ainapur1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,77.225,17.60833333,85.2,20,146.4,41.344,1003,138.6,8.534,6.42
Airodi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.71111111,13.45583333,18,14,48.8,2.42,340,32,7.523,6.02
Alagur,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.34861111,16.57222222,1448.4,216,97.6,233.088,9980,2036.4,8.53,6.42
Alakod,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.49444444,14.31666667,28,12,129,7.26,343,53,8.05,5.33
Alur1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.98333333,12.96666667,78,44,85,53,727,47,9.47,NaN
Alur2,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.62222222,16.88611111,56.8,40,274.5,49.856,1376,206.5,7.835,NaN
Amdalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.25,14.78333333,56.8,16,130,14.52,463,50,8.13,NaN
Amingad,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.94166667,16.05416667,568,24,152.5,128.684,2910,445.4,9.03,NaN
Ammatti,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.86666667,12.24166667,49.7,32,229,42.56,900,71,7.2,NaN
Amminalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.80833333,14.3875,17.75,24,61,6.05,386,42,9.09,NaN
Ampaaru,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.82111111,13.64722222,16,2,18.3,2.42,180,26,7.213,NaN
Anchedoddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,77.07722222,12.39527778,223.65,34,280,40.128,1591,179,8.02,4.67
Anemall,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.76833333,12.9325,32,64,140,7,346,16,8.2,NaN
Angondanahalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.36,13.07,183,38,189.1,13.31,1211,174,8.45,13.02
Ankadakatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.69416667,13.60416667,14.2,4,24.4,2.42,170,26,7.455,NaN
Ankola1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.3,14.66666667,56.8,22,103.7,20.57,428,39.6,7.82,NaN
Ankusha Doddy,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.61222222,16.03444444,525.4,92,359.9,177.244,3030,341.3,8.328,5.35
Anshi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.38333333,14.9875,15,18,82,7.26,269,21,8.71,NaN
Antarvalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.45944444,14.47111111,33,16,114,2.42,412,71,8.46,NaN
Arabi Kottanuru,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.0425,13.12111111,24.85,16,85.4,8.47,269,22,8.09,NaN
Arakere1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.8,12.41666667,88.75,10,257,20.672,890,130,9.54,NaN
Ardi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.97444444,13.51805556,28.4,4,54.9,2.42,250,41,7.405,NaN
Arehalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.81138889,13.05361111,504.1,58,292.8,81.338,3580,472.6,8.258,NaN
Areshirur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.74416667,13.83194444,14.2,4,27,1.21,130,23,7.22,NaN
Arge Karwar,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.1625,14.76916667,15,16,77,8,155,11,7.66,NaN
AsoduKalavara,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.73916667,13.58944444,28.4,4,61,3.63,260,46,7.908,NaN
Avani,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.32694444,13.10666667,46.15,22,80,14.52,373,29,8.39,NaN
Ayyangeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.5775,12.3525,17.75,68,36.6,10.944,370,9.8,8.5,7.14
Baaguru,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.375,13.025,163,20,49,53,1252,78,9.2,NaN
Badagandi,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.64166667,16.35,291.1,28,439.2,58.272,2090,325.5,8.751,NaN
Badal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.60555556,14.425,14.2,18,102,9.68,273,26,9.41,NaN
Badami1,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.67777778,15.91666667,63.9,24,67.1,7.284,593,91.1,8.797,NaN
Badamikatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.90416667,13.32916667,14.2,2,24.4,1.21,140,29,7.68,NaN
Baindur 1,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.67583333,13.80472222,1505.2,94,268.4,94.38,5300,753,8.342,NaN
Bairakur,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.48916667,13.23694444,261,90,317.2,39.93,1925,219,8.66,NaN
Balasinda,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Middle,2019,76.59527778,12.96472222,142,48,305,90,771,52,9.4,NaN
Baligatta,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.63722222,12.74861111,145,10,126,17.024,901,127,8.71,NaN
Ballamavathu,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,75.88111111,12.17166667,35.5,62,67.1,18.24,420,11.35,9.7,NaN
Banavasi,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,75.01888889,14.53416667,28.4,34,79.3,7.26,580,16,8.36,NaN
Bandal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.66666667,14.53333333,17.75,20,51,1.21,165,12,8.36,NaN
Bandi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2019,76.05833333,15.73333333,187,22,276,20.672,1382,175.95,8.23,6.41
Banhatti,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.13194444,16.47916667,227.2,116,91.5,36.42,1469,125.75,7.976,NaN
Bantkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.79555556,13.25194444,35.5,2,18.3,1.21,140,32,8.055,NaN
Basavanahalli A,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.85,12.25,28.4,102,240,24.32,870,43.6,8.2,NaN
Basavanapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.99166667,12.56666667,187,26,320,35.264,1549,220,8.26,NaN
Battarga,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.5625,17.38333333,418.9,120,353.8,231,3240,291.7,8.128,NaN
Belekeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.26666667,14.725,24.85,6,122,12.1,250,44,7.73,NaN
Belur1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.88333333,13.16666667,46,104,366,32,558,17,8.93,NaN
Beluru,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.92861111,12.57194444,31.95,34,51,17.024,310,8.85,8,NaN
Bharati Nagar,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,77.03472222,12.4675,240,40,493,51.072,1852,254,8.26,NaN
Bhatkal1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.55,13.98333333,42.6,8,103.7,14.52,343,44,8.08,NaN
Biccodu A,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.86361111,13.07777778,78,96,293,24,878,75,8.29,NaN
Bidar1,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.52361111,17.91333333,96,36,153,20.57,931,92,8.44,8.33
Bidurmalai Koppalu,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.03888889,12.76805556,75,40,281,66,721,37,8.9,NaN
Bilgi1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.79722222,14.3625,19,12,50,7.26,222,21,9.55,NaN
Bindiganavale,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.63611111,12.87805556,58,10,123,24.32,511,40.85,9.99,NaN
Bittangala,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,75.84333333,12.16722222,34,60,210,31.616,320,7.65,8.2,NaN
Bolashettihal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2019,76.50722222,16.39055556,113.6,38,152.5,24.32,874,124.3,7.814,NaN
Bomanhal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2019,76.34444444,16.07222222,376.3,60,500.2,70.412,2220,280.5,8.208,NaN
Bommenanahalli,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2019,76.26166667,14.21916667,159.75,44,384.3,38.848,1330,145.7,8.074,10.01
Borgi,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.04027778,18.03111111,139,36,262,31.46,1336,155,8.73,NaN
Brahmavara,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.74416667,13.43555556,21.3,4,42.7,1.21,160,25,7.606,NaN
Budikote,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2019,78.13166667,12.90527778,237.85,44,164.7,42.35,1285,149,8.5,NaN
Bydarahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.755,12.50333333,167,22,244,42.56,1347,198,8.29,NaN
Chandavar,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.47916667,14.4,39,10,132,4.84,423,70,8.03,NaN
Chattahalli,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.83611111,12.36527778,41,300,198,15.808,1260,12.4,8.2,NaN
Cheerambane,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.91805556,12.4375,17.75,50,87,14.592,360,41.1,7.7,NaN
Cheyyandane,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.69166667,12.22777778,21.3,84,95,14.592,370,11.05,7.9,NaN
Chikapalya,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.76972222,12.40861111,67.45,12,252,34.048,936,113,9.14,NaN
Chikbergi,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.50555556,15.75833333,220.1,60,457.5,70.412,1529,143.7,7.663,NaN
Chikkahonakuni,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.99166667,16.06666667,78.1,48,384.3,19.424,1140,188.8,8.515,NaN
Chikksarur,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.63722222,16.11083333,255.6,96,183,104.404,2050,154.9,8.154,NaN
Chinamgeri,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.57305556,17.21583333,71,24,268.4,51.072,1587,273.7,7.86,NaN
Chincherki,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2019,76.78805556,16.20111111,39.05,60,475.8,43.704,883,93.1,8.168,NaN
Chitapur A,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,77.06972222,17.11666667,85.2,36,280.6,26.752,978,148,7.856,NaN
Chitradurga1,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2019,76.4,14.21666667,81.65,28,353.8,33.992,980,118.4,7.614,NaN
Choudepur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.54166667,17.24166667,482.8,152,195.2,138.624,3270,365.4,7.798,NaN
Dandeli Dw,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.62583333,15.24194444,28.4,40,176.9,8.47,646,42,7.92,NaN
Deevalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.55416667,14.41694444,24.85,10,152.5,15.73,355,42,8.24,NaN
Devarakolli,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,75.63944444,12.44944444,35.5,54,65,3.648,270,11.15,8.2,NaN
Devarayasamudra,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.3,13.12361111,220.1,50,164.7,26.62,1497,177,8.91,NaN
Devegowdana Koppalu,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.69444444,12.4975,113.6,30,288,34.048,1120,126,7.933,NaN
Dhareshwara,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.41194444,14.36833333,17.75,6,72,13.31,108,7.6,7.77,NaN
Dibbanagal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.53055556,14.26388889,42.6,38,115,14.52,356,12,8.16,NaN
Dogganal,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2019,76.07361111,14.03194444,301.75,22,146.4,66.77,1633,203.1,8.364,NaN
Dongargaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.25833333,18.25833333,21.3,30,122,24.2,595,32,8.56,NaN
Dummi,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2019,76.08333333,14.05,553.8,22,305,93.478,3480,231.8,8.326,NaN
Ekamba,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.37222222,18.28055556,82,36,129,12.1,956,118,8.61,NaN
Elleshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.20666667,12.81694444,71,68,171,32,956,41,9.75,NaN
Gajahalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.06666667,13.31527778,231,60,146.4,30.25,1661,210,9.08,NaN
Galaga,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2019,76.84138889,16.26722222,163.3,44,298.9,77.696,1206,71.6,8.415,NaN
Gerusoppa Kpc Colony,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.65555556,14.24722222,50,28,122,14.52,601,42,8.17,NaN
Ghattarga,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.40916667,17.09333333,305.3,128,146.4,102.144,2230,249,7.696,NaN
G.Kundipatna,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.88111111,12.59027778,118,10,138,29.184,748,90,9.18,NaN
Golgod,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.86305556,14.28666667,20,12,95,8.47,293,40,7.65,NaN
Goliangadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.99166667,13.54027778,14.2,4,18.3,1.21,170,15,7.42,NaN
Golihole,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.73611111,13.83416667,14.2,2,18.3,1.21,130,16,7.366,NaN
Gonikoppal,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.94166667,12.21666667,42,62,115.9,29.184,570,12.6,9.6,NaN
Googi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2019,76.63916667,16.38361111,127.8,22,414.8,21.888,1240,204.5,8.19,NaN
Gopadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.65305556,13.68916667,7.1,2,42.7,1.21,160,19,7.186,NaN
Gopalapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.88805556,12.55277778,67.45,94,161,25.536,490,22.15,7.8,NaN
Gopishitta,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.2425,14.90944444,21.3,18,93,13,230,15,8.34,NaN
Gotegali,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.3025,14.90388889,17.75,12,73.2,18.15,257,12,9.36,NaN
Gudibandeii,CGWB,Karnataka,Kolar,Pennar Basin,Pennar Upper,2019,77.68416667,13.67611111,28.4,20,30.5,8.47,416,39,8.34,NaN
Gudpalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.48,13.31333333,177.5,58,164.7,44.77,1244,119,8.26,NaN
Gummagola,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2019,75.15194444,15.59194444,110,36,158,36.48,760,63,8.12,6.97
Gurmitkal1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Middle,2019,77.4,16.875,120.7,52,158.6,41.344,1320,179.1,7.745,NaN
Haathuru,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,75.88111111,12.17166667,21.3,54,170,21.888,425,12.7,8.23,NaN
Hadli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,77.13333333,12.4,380,32,337,58.368,2640,314,7.98,NaN
Hagare,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2019,75.96944444,13.13638889,146,60,329,90,1113,46,8.72,NaN
Halbadi Jn,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.93472222,13.5175,28.4,4,18.3,2.42,260,27,7.107,NaN
Haldihal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.96666667,17.225,134.9,40,390.4,92.416,1574,194.6,7.902,NaN
Haldipur,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.425,14.35416667,24.85,18,98,12.1,240,12,7.58,NaN
Halkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.80194444,13.82638889,14.2,4,24.4,1.21,120,18,7.302,NaN
Hampanur,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2019,76.16388889,14.35138889,284,36,201.3,76.482,1540,173.7,7.947,NaN
Hangarakatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.69166667,13.54166667,28.4,12,115.9,4.84,460,38,8.107,NaN
Hanumakoppa,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2019,75.1,14.7,209.45,72,134.2,60.8,1020,53,8.12,NaN
Hanumali,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2019,76.08472222,13.99722222,521.85,44,286.7,108.046,2330,286.1,8.088,NaN
Hapkarni,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.28333333,14.90277778,36,16,112,14.52,401,43,9.05,NaN
HaralahalliA,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.67916667,12.49027778,54,10,152,15.808,851,122,9.01,NaN
Harihalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.85583333,12.84083333,18,24,49,10,131,13,8.7,NaN
Harlakudi,CGWB,Karnataka,Hassan,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,75.74277778,12.95666667,21,52,134,10,243,12,8.21,NaN
Hebbal B,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2019,76.59777778,16.48194444,284,54,469.7,42.56,2360,381.7,8.022,NaN
Hematemane,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.85833333,14.22916667,8,12,55,3.63,100,4.4,7.68,NaN
Hennali,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.83388889,12.83111111,18,24,61,12,194,16,8.67,NaN
Heravanadu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.70833333,12.37916667,42.6,30,48.8,14.592,250,9.05,8.24,NaN
Hirekerur (A),CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2019,75.41666667,14.45,159.75,90,219.6,17.024,940,98,8.18,NaN
Hirematha,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.43527778,14.26333333,29,20,108,15,363,22,8.19,NaN
Holenarsipur,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.25833333,12.79166667,64,44,61,27,322,15,9.42,NaN
Honakona,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.18416667,14.89111111,27,18,96,14.52,329,25,8.37,NaN
Honnegowdanahalli,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2019,76.62194444,11.76,62,32,183,29.04,723,60,7.71,8.27
Hosalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,74.89166667,14.25277778,14.2,22,79.3,2.42,234,16,7.7,NaN
Hosapalya,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.95,12.93333333,96,96,177,36,830,36,8.58,NaN
Hosapatna,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.90388889,12.38138889,60.35,42,146.4,38.912,490,15.05,8.26,NaN
